file;nodes;edges;lambda;source;target;k_desired;k_effective;success_rate;avg_bounces;avg_failed;avg_hops
Aarnet.graphml;19;24;1;5;3;1;1;0.4500;0.5500;3.0000;5.0000
Aarnet.graphml;19;24;1;5;3;2;1;0.8000;0.2000;1.9500;5.0000
Aarnet.graphml;19;24;1;5;3;3;1;0.6500;0.3500;2.2500;5.0000
Aarnet.graphml;19;24;1;5;3;4;1;0.8500;0.1500;2.0500;5.0000
Aarnet.graphml;19;24;1;5;3;5;1;0.2500;0.7500;2.7000;9.0000
Abilene.graphml;11;14;2;0;4;1;1;0.5000;0.5000;1.4500;6.0000
Abilene.graphml;11;14;2;0;4;2;2;0.3000;1.6500;1.9000;7.8333
Abilene.graphml;11;14;2;0;4;3;2;0.7000;0.6000;1.7500;5.0000
Abilene.graphml;11;14;2;0;4;4;2;0.4500;1.4000;2.4500;5.6667
Abilene.graphml;11;14;2;0;4;5;2;0.3500;1.4500;1.6500;5.1429
Abvt.graphml;23;31;1;17;1;1;1;0.4000;0.6000;3.5000;5.0000
Abvt.graphml;23;31;1;17;1;2;1;0.6500;0.3500;2.5500;8.0000
Abvt.graphml;23;31;1;17;1;3;1;0.8000;0.2000;4.1000;10.0000
Abvt.graphml;23;31;1;17;1;4;1;0.9500;0.0500;3.6000;5.0000
Abvt.graphml;23;31;1;17;1;5;1;0.3500;0.6500;3.4500;12.0000
Aconet.graphml;23;31;1;5;4;1;1;0.8500;0.1500;3.9000;2.0000
Aconet.graphml;23;31;1;5;4;2;1;0.8500;0.1500;4.0500;2.0000
Aconet.graphml;23;31;1;5;4;3;1;0.4500;0.5500;3.5000;4.0000
Aconet.graphml;23;31;1;5;4;4;1;0.8000;0.2000;3.5000;2.0000
Aconet.graphml;23;31;1;5;4;5;1;0.7500;0.2500;3.7000;2.0000
Agis.graphml;25;30;1;0;9;1;1;0.3500;0.6500;3.9500;5.0000
Agis.graphml;25;30;1;0;9;2;1;0.9000;0.1000;3.9500;4.0000
Agis.graphml;25;30;1;0;9;3;1;0.3000;0.7000;3.3000;5.0000
Agis.graphml;25;30;1;0;9;4;1;0.4500;0.5500;2.8500;8.0000
Agis.graphml;25;30;1;0;9;5;1;0.5500;0.4500;2.7000;5.0000
Ai3.graphml;10;9;1;0;2;1;1;0.9000;0.1000;0.7500;2.0000
Ai3.graphml;10;9;1;0;2;2;1;1.0000;0.0000;1.3000;2.0000
Ai3.graphml;10;9;1;0;2;3;1;0.9000;0.1000;0.6000;2.0000
Ai3.graphml;10;9;1;0;2;4;1;1.0000;0.0000;1.0500;2.0000
Ai3.graphml;10;9;1;0;2;5;1;0.6000;0.4000;2.2000;2.0000
Amres.graphml;25;24;1;0;12;1;1;0.2000;0.8000;2.9500;6.0000
Amres.graphml;25;24;1;0;12;2;1;0.6000;0.4000;2.5000;6.0000
Amres.graphml;25;24;1;0;12;3;1;0.8500;0.1500;2.0500;6.0000
Amres.graphml;25;24;1;0;12;4;1;0.4000;0.6000;2.4000;6.0000
Amres.graphml;25;24;1;0;12;5;1;0.7000;0.3000;2.4000;6.0000
Ans.graphml;18;25;1;16;1;1;1;0.3500;0.6500;2.8500;7.0000
Ans.graphml;18;25;1;16;1;2;1;0.3500;0.6500;2.0000;9.0000
Ans.graphml;18;25;1;16;1;3;1;0.6500;0.3500;1.7000;6.0000
Ans.graphml;18;25;1;16;1;4;1;0.7000;0.3000;2.5500;5.0000
Ans.graphml;18;25;1;16;1;5;1;0.5000;0.5000;3.3000;7.0000
Arn.graphml;30;29;1;0;22;1;1;1.0000;0.0000;2.0500;1.0000
Arn.graphml;30;29;1;0;22;2;1;0.5500;0.4500;3.5000;1.0000
Arn.graphml;30;29;1;0;22;3;1;0.7500;0.2500;4.0000;1.0000
Arn.graphml;30;29;1;0;22;4;1;0.9500;0.0500;3.1000;1.0000
Arn.graphml;30;29;1;0;22;5;1;1.0000;0.0000;2.3500;1.0000
Arpanet196912.graphml;4;4;1;3;0;1;1;0.7000;0.3000;0.4000;1.0000
Arpanet196912.graphml;4;4;1;3;0;2;1;1.0000;0.0000;0.3500;1.0000
Arpanet196912.graphml;4;4;1;3;0;3;1;0.9500;0.0500;0.2500;1.0000
Arpanet196912.graphml;4;4;1;3;0;4;1;0.8000;0.2000;0.8500;1.0000
Arpanet196912.graphml;4;4;1;3;0;5;1;1.0000;0.0000;0.4500;1.0000
Arpanet19706.graphml;9;10;1;0;3;1;1;0.5500;0.4500;1.1500;3.0000
Arpanet19706.graphml;9;10;1;0;3;2;1;1.0000;0.0000;0.9000;3.0000
Arpanet19706.graphml;9;10;1;0;3;3;1;0.8500;0.1500;0.9000;3.0000
Arpanet19706.graphml;9;10;1;0;3;4;1;0.9000;0.1000;0.4500;3.0000
Arpanet19706.graphml;9;10;1;0;3;5;1;0.9500;0.0500;0.9000;3.0000
Arpanet19719.graphml;18;22;2;0;10;1;1;0.3000;0.7000;2.1500;7.0000
Arpanet19719.graphml;18;22;2;0;10;2;2;0.8500;0.8500;2.4500;8.8235
Arpanet19719.graphml;18;22;2;0;10;3;2;0.7500;1.1000;2.9000;6.8667
Arpanet19719.graphml;18;22;2;0;10;4;2;0.5500;1.0500;2.2000;8.7273
Arpanet19719.graphml;18;22;2;0;10;5;2;0.8000;0.9000;2.0000;10.3125
Arpanet19723.graphml;25;28;1;5;3;1;1;0.8500;0.1500;1.6500;1.0000
Arpanet19723.graphml;25;28;1;5;3;2;1;1.0000;0.0000;3.2500;1.0000
Arpanet19723.graphml;25;28;1;5;3;3;1;0.9000;0.1000;2.9000;1.0000
Arpanet19723.graphml;25;28;1;5;3;4;1;0.9500;0.0500;3.8500;1.0000
Arpanet19723.graphml;25;28;1;5;3;5;1;0.6000;0.4000;3.1000;1.0000
Arpanet19728.graphml;29;32;2;0;3;1;1;0.2000;0.8000;3.2500;15.0000
Arpanet19728.graphml;29;32;2;0;3;2;2;0.6500;0.7000;4.3500;4.0000
Arpanet19728.graphml;29;32;2;0;3;3;2;0.8500;0.7500;3.2500;9.1765
Arpanet19728.graphml;29;32;2;0;3;4;2;0.4000;1.2500;3.2000;9.2500
Arpanet19728.graphml;29;32;2;0;3;5;2;0.6500;1.1000;2.3500;13.6923
Atmnet.graphml;21;22;1;1;6;1;1;1.0000;0.0000;2.5500;1.0000
Atmnet.graphml;21;22;1;1;6;2;1;0.8500;0.1500;2.6500;1.0000
Atmnet.graphml;21;22;1;1;6;3;1;0.9000;0.1000;2.5500;1.0000
Atmnet.graphml;21;22;1;1;6;4;1;1.0000;0.0000;1.9000;1.0000
Atmnet.graphml;21;22;1;1;6;5;1;0.9500;0.0500;2.4500;1.0000
Bandcon.graphml;21;28;1;9;7;1;1;0.7000;0.3000;2.2000;1.0000
Bandcon.graphml;21;28;1;9;7;2;1;1.0000;0.0000;2.9500;1.0000
Bandcon.graphml;21;28;1;9;7;3;1;1.0000;0.0000;2.9000;1.0000
Bandcon.graphml;21;28;1;9;7;4;1;0.6500;0.3500;3.5500;1.0000
Bandcon.graphml;21;28;1;9;7;5;1;1.0000;0.0000;3.4500;1.0000
Basnet.graphml;7;6;1;0;1;1;1;0.8500;0.1500;0.8000;1.0000
Basnet.graphml;7;6;1;0;1;2;1;0.9000;0.1000;0.5500;1.0000
Basnet.graphml;7;6;1;0;1;3;1;0.8500;0.1500;1.2500;1.0000
Basnet.graphml;7;6;1;0;1;4;1;0.7000;0.3000;1.0000;1.0000
Basnet.graphml;7;6;1;0;1;5;1;1.0000;0.0000;0.4000;1.0000
Bbnplanet.graphml;27;28;1;0;7;1;1;0.7500;0.2500;2.1500;4.0000
Bbnplanet.graphml;27;28;1;0;7;2;1;0.2500;0.7500;2.6500;7.0000
Bbnplanet.graphml;27;28;1;0;7;3;1;0.7000;0.3000;2.8000;4.0000
Bbnplanet.graphml;27;28;1;0;7;4;1;0.4000;0.6000;2.9000;7.0000
Bbnplanet.graphml;27;28;1;0;7;5;1;0.4500;0.5500;2.5500;8.0000
Bellsouth.graphml;51;66;1;0;31;1;1;0.6000;0.4000;6.9500;5.0000
Bellsouth.graphml;51;66;1;0;31;2;1;0.4000;0.6000;7.2500;4.0000
Bellsouth.graphml;51;66;1;0;31;3;1;0.5000;0.5000;5.9500;4.0000
Bellsouth.graphml;51;66;1;0;31;4;1;0.6500;0.3500;6.5000;4.0000
Bellsouth.graphml;51;66;1;0;31;5;1;0.7000;0.3000;6.3500;5.0000
BeyondTheNetwork.graphml;53;65;1;10;47;1;1;0.4500;0.5500;7.9500;6.0000
BeyondTheNetwork.graphml;53;65;1;10;47;2;1;0.5000;0.5000;7.9000;2.0000
BeyondTheNetwork.graphml;53;65;1;10;47;3;1;0.7500;0.2500;6.6500;2.0000
BeyondTheNetwork.graphml;53;65;1;10;47;4;1;0.8500;0.1500;7.1500;2.0000
BeyondTheNetwork.graphml;53;65;1;10;47;5;1;0.9500;0.0500;6.6000;2.0000
Bics.graphml;33;48;1;6;19;1;1;0.1500;0.8500;5.5500;6.0000
Bics.graphml;33;48;1;6;19;2;1;0.3500;0.6500;4.4500;10.0000
Bics.graphml;33;48;1;6;19;3;1;0.6500;0.3500;4.9500;5.0000
Bics.graphml;33;48;1;6;19;4;1;0.3000;0.7000;4.7000;11.0000
Bics.graphml;33;48;1;6;19;5;1;0.5000;0.5000;4.8500;5.0000
Biznet.graphml;29;33;1;10;23;1;1;0.3000;0.7000;4.2500;13.0000
Biznet.graphml;29;33;1;10;23;2;1;0.3000;0.7000;4.7500;11.0000
Biznet.graphml;29;33;1;10;23;3;1;0.0500;0.9500;3.0000;11.0000
Biznet.graphml;29;33;1;10;23;4;1;0.2000;0.8000;3.3500;15.0000
Biznet.graphml;29;33;1;10;23;5;1;0.3000;0.7000;4.0500;12.0000
Bren.graphml;37;38;1;4;3;1;1;0.6500;0.3500;4.9000;2.0000
Bren.graphml;37;38;1;4;3;2;1;0.8500;0.1500;3.6500;2.0000
Bren.graphml;37;38;1;4;3;3;1;0.8500;0.1500;3.7000;2.0000
Bren.graphml;37;38;1;4;3;4;1;1.0000;0.0000;3.5000;2.0000
Bren.graphml;37;38;1;4;3;5;1;1.0000;0.0000;4.3500;2.0000
BtAsiaPac.graphml;20;31;1;0;15;1;1;1.0000;0.0000;3.4500;1.0000
BtAsiaPac.graphml;20;31;1;0;15;2;1;0.7000;0.3000;3.9000;1.0000
BtAsiaPac.graphml;20;31;1;0;15;3;1;1.0000;0.0000;2.5500;1.0000
BtAsiaPac.graphml;20;31;1;0;15;4;1;0.9000;0.1000;4.1000;1.0000
BtAsiaPac.graphml;20;31;1;0;15;5;1;1.0000;0.0000;2.7000;1.0000
BtEurope.graphml;24;37;1;10;17;1;1;1.0000;0.0000;2.8500;1.0000
BtEurope.graphml;24;37;1;10;17;2;1;1.0000;0.0000;3.1500;1.0000
BtEurope.graphml;24;37;1;10;17;3;1;0.8500;0.1500;4.1500;1.0000
BtEurope.graphml;24;37;1;10;17;4;1;0.9000;0.1000;3.8000;1.0000
BtEurope.graphml;24;37;1;10;17;5;1;0.9000;0.1000;3.3500;1.0000
BtLatinAmerica.graphml;45;50;1;0;23;1;1;0.3500;0.6500;4.1000;9.0000
BtLatinAmerica.graphml;45;50;1;0;23;2;1;0.8000;0.2000;5.5500;3.0000
BtLatinAmerica.graphml;45;50;1;0;23;3;1;0.3500;0.6500;5.2000;3.0000
BtLatinAmerica.graphml;45;50;1;0;23;4;1;0.5000;0.5000;5.0000;9.0000
BtLatinAmerica.graphml;45;50;1;0;23;5;1;0.8500;0.1500;5.0500;3.0000
BtNorthAmerica.graphml;36;76;2;0;27;1;1;1.0000;0.0000;7.6000;2.0000
BtNorthAmerica.graphml;36;76;2;0;27;2;2;0.8000;1.0500;7.6500;5.5000
BtNorthAmerica.graphml;36;76;2;0;27;3;2;0.9000;0.2000;8.9500;4.0000
BtNorthAmerica.graphml;36;76;2;0;27;4;2;0.4500;1.3500;8.9500;6.7778
BtNorthAmerica.graphml;36;76;2;0;27;5;2;1.0000;0.0000;6.8500;4.0000
Canerie.graphml;32;41;1;10;1;1;1;0.9000;0.1000;4.4000;2.0000
Canerie.graphml;32;41;1;10;1;2;1;0.7000;0.3000;3.9000;2.0000
Canerie.graphml;32;41;1;10;1;3;1;0.7500;0.2500;5.4000;2.0000
Canerie.graphml;32;41;1;10;1;4;1;0.6000;0.4000;3.6500;2.0000
Canerie.graphml;32;41;1;10;1;5;1;0.6500;0.3500;2.8500;2.0000
Carnet.graphml;44;43;1;0;36;1;1;1.0000;0.0000;4.3000;1.0000
Carnet.graphml;44;43;1;0;36;2;1;1.0000;0.0000;4.7000;1.0000
Carnet.graphml;44;43;1;0;36;3;1;0.9500;0.0500;3.9000;1.0000
Carnet.graphml;44;43;1;0;36;4;1;0.9000;0.1000;3.5500;1.0000
Carnet.graphml;44;43;1;0;36;5;1;0.9500;0.0500;4.2500;1.0000
Cesnet1993.graphml;10;9;1;0;3;1;1;1.0000;0.0000;1.2000;2.0000
Cesnet1993.graphml;10;9;1;0;3;2;1;0.4500;0.5500;1.3000;2.0000
Cesnet1993.graphml;10;9;1;0;3;3;1;0.9000;0.1000;0.7000;2.0000
Cesnet1993.graphml;10;9;1;0;3;4;1;0.8000;0.2000;1.0500;2.0000
Cesnet1993.graphml;10;9;1;0;3;5;1;0.9500;0.0500;1.5500;2.0000
Cesnet1997.graphml;13;12;1;3;6;1;1;0.9000;0.1000;0.9500;4.0000
Cesnet1997.graphml;13;12;1;3;6;2;1;0.8500;0.1500;1.2500;4.0000
Cesnet1997.graphml;13;12;1;3;6;3;1;0.7500;0.2500;1.4000;4.0000
Cesnet1997.graphml;13;12;1;3;6;4;1;0.6000;0.4000;1.1000;4.0000
Cesnet1997.graphml;13;12;1;3;6;5;1;0.4000;0.6000;1.6500;4.0000
Cesnet1999.graphml;13;12;1;0;7;1;1;0.6500;0.3500;1.0500;1.0000
Cesnet1999.graphml;13;12;1;0;7;2;1;0.9500;0.0500;1.0000;1.0000
Cesnet1999.graphml;13;12;1;0;7;3;1;0.9000;0.1000;1.2500;1.0000
Cesnet1999.graphml;13;12;1;0;7;4;1;0.7000;0.3000;1.3000;1.0000
Cesnet1999.graphml;13;12;1;0;7;5;1;1.0000;0.0000;1.6500;1.0000
Cesnet2001.graphml;23;23;1;2;19;1;1;0.9500;0.0500;2.5500;1.0000
Cesnet2001.graphml;23;23;1;2;19;2;1;1.0000;0.0000;3.1500;1.0000
Cesnet2001.graphml;23;23;1;2;19;3;1;1.0000;0.0000;2.5000;1.0000
Cesnet2001.graphml;23;23;1;2;19;4;1;1.0000;0.0000;2.3500;1.0000
Cesnet2001.graphml;23;23;1;2;19;5;1;0.8500;0.1500;2.7000;1.0000
Cesnet200304.graphml;29;33;1;1;25;1;1;0.2500;0.7500;4.4000;6.0000
Cesnet200304.graphml;29;33;1;1;25;2;1;0.4000;0.6000;4.1500;6.0000
Cesnet200304.graphml;29;33;1;1;25;3;1;0.6500;0.3500;3.6000;3.0000
Cesnet200304.graphml;29;33;1;1;25;4;1;0.9000;0.1000;3.1000;3.0000
Cesnet200304.graphml;29;33;1;1;25;5;1;0.5000;0.5000;3.6000;3.0000
Cesnet200511.graphml;39;44;1;1;35;1;1;0.6500;0.3500;4.3500;4.0000
Cesnet200511.graphml;39;44;1;1;35;2;1;0.4000;0.6000;5.7000;4.0000
Cesnet200511.graphml;39;44;1;1;35;3;1;0.8500;0.1500;3.4500;2.0000
Cesnet200511.graphml;39;44;1;1;35;4;1;0.6500;0.3500;5.1000;2.0000
Cesnet200511.graphml;39;44;1;1;35;5;1;0.9500;0.0500;4.1500;2.0000
Cesnet200603.graphml;39;44;1;1;35;1;1;0.6500;0.3500;4.3500;4.0000
Cesnet200603.graphml;39;44;1;1;35;2;1;0.4000;0.6000;5.7000;4.0000
Cesnet200603.graphml;39;44;1;1;35;3;1;0.8500;0.1500;3.4500;2.0000
Cesnet200603.graphml;39;44;1;1;35;4;1;0.6500;0.3500;5.1000;2.0000
Cesnet200603.graphml;39;44;1;1;35;5;1;0.9500;0.0500;4.1500;2.0000
Cesnet200706.graphml;44;51;1;1;40;1;1;0.9500;0.0500;4.7000;1.0000
Cesnet200706.graphml;44;51;1;1;40;2;1;0.9500;0.0500;4.6500;1.0000
Cesnet200706.graphml;44;51;1;1;40;3;1;1.0000;0.0000;4.0500;1.0000
Cesnet200706.graphml;44;51;1;1;40;4;1;1.0000;0.0000;5.3500;1.0000
Cesnet200706.graphml;44;51;1;1;40;5;1;0.5500;0.4500;5.5000;1.0000
Cesnet201006.graphml;52;63;1;1;48;1;1;0.4500;0.5500;8.2500;4.0000
Cesnet201006.graphml;52;63;1;1;48;2;1;0.5500;0.4500;6.6000;5.0000
Cesnet201006.graphml;52;63;1;1;48;3;1;0.5000;0.5000;6.3500;5.0000
Cesnet201006.graphml;52;63;1;1;48;4;1;0.7000;0.3000;6.8000;3.0000
Cesnet201006.graphml;52;63;1;1;48;5;1;0.5500;0.4500;6.9500;3.0000
Chinanet.graphml;42;66;1;2;39;1;1;0.8000;0.2000;7.3500;2.0000
Chinanet.graphml;42;66;1;2;39;2;1;1.0000;0.0000;6.5000;2.0000
Chinanet.graphml;42;66;1;2;39;3;1;0.8500;0.1500;6.1500;2.0000
Chinanet.graphml;42;66;1;2;39;4;1;0.8500;0.1500;6.0500;2.0000
Chinanet.graphml;42;66;1;2;39;5;1;0.6500;0.3500;7.3000;5.0000
Claranet.graphml;15;18;1;0;14;1;1;0.2500;0.7500;2.0000;5.0000
Claranet.graphml;15;18;1;0;14;2;1;0.8500;0.1500;2.4000;2.0000
Claranet.graphml;15;18;1;0;14;3;1;0.8000;0.2000;2.2000;2.0000
Claranet.graphml;15;18;1;0;14;4;1;1.0000;0.0000;1.8000;2.0000
Claranet.graphml;15;18;1;0;14;5;1;0.3500;0.6500;3.3000;5.0000
Columbus.graphml;70;85;1;10;1;1;1;0.8000;0.2000;10.0500;4.0000
Columbus.graphml;70;85;1;10;1;2;1;0.1000;0.9000;8.9000;29.0000
Columbus.graphml;70;85;1;10;1;3;1;0.4500;0.5500;9.1500;10.0000
Columbus.graphml;70;85;1;10;1;4;1;0.6500;0.3500;11.0000;4.0000
Columbus.graphml;70;85;1;10;1;5;1;0.0000;1.0000;8.5500;0.0000
Compuserve.graphml;14;17;1;0;12;1;1;1.0000;0.0000;1.7000;1.0000
Compuserve.graphml;14;17;1;0;12;2;1;1.0000;0.0000;1.5500;1.0000
Compuserve.graphml;14;17;1;0;12;3;1;0.8500;0.1500;2.6500;1.0000
Compuserve.graphml;14;17;1;0;12;4;1;0.9500;0.0500;2.4000;1.0000
Compuserve.graphml;14;17;1;0;12;5;1;1.0000;0.0000;1.6500;1.0000
CrlNetworkServices.graphml;33;38;1;12;6;1;1;0.9000;0.1000;3.2500;2.0000
CrlNetworkServices.graphml;33;38;1;12;6;2;1;0.8500;0.1500;4.7500;2.0000
CrlNetworkServices.graphml;33;38;1;12;6;3;1;0.9500;0.0500;3.6000;2.0000
CrlNetworkServices.graphml;33;38;1;12;6;4;1;0.0500;0.9500;4.1500;9.0000
CrlNetworkServices.graphml;33;38;1;12;6;5;1;0.9500;0.0500;3.8500;2.0000
Cudi.graphml;51;52;1;1;31;1;1;0.9000;0.1000;5.4000;4.0000
Cudi.graphml;51;52;1;1;31;2;1;0.9500;0.0500;4.4000;4.0000
Cudi.graphml;51;52;1;1;31;3;1;0.5000;0.5000;5.3500;5.0000
Cudi.graphml;51;52;1;1;31;4;1;0.4000;0.6000;6.6000;4.0000
Cudi.graphml;51;52;1;1;31;5;1;0.7500;0.2500;6.0500;4.0000
Cwix.graphml;36;41;1;8;3;1;1;0.6000;0.4000;4.8500;3.0000
Cwix.graphml;36;41;1;8;3;2;1;0.3500;0.6500;5.1000;7.0000
Cwix.graphml;36;41;1;8;3;3;1;0.5000;0.5000;3.8500;9.0000
Cwix.graphml;36;41;1;8;3;4;1;0.5500;0.4500;5.9500;3.0000
Cwix.graphml;36;41;1;8;3;5;1;0.8500;0.1500;4.4000;3.0000
Cynet.graphml;30;29;1;0;29;1;1;0.9500;0.0500;2.2500;3.0000
Cynet.graphml;30;29;1;0;29;2;1;0.7500;0.2500;3.6500;3.0000
Cynet.graphml;30;29;1;0;29;3;1;0.5000;0.5000;3.7500;3.0000
Cynet.graphml;30;29;1;0;29;4;1;0.7000;0.3000;3.1500;3.0000
Cynet.graphml;30;29;1;0;29;5;1;0.9000;0.1000;2.4500;3.0000
Darkstrand.graphml;28;31;2;0;1;1;1;0.8000;0.2000;3.6500;1.0000
Darkstrand.graphml;28;31;2;0;1;2;2;0.9000;0.2000;4.0500;1.0000
Darkstrand.graphml;28;31;2;0;1;3;2;0.5500;1.3000;3.1500;9.4545
Darkstrand.graphml;28;31;2;0;1;4;2;0.8500;0.3500;3.0500;1.6471
Darkstrand.graphml;28;31;2;0;1;5;2;1.0000;0.0000;3.9500;1.0000
Dataxchange.graphml;6;11;1;3;4;1;1;0.9000;0.1000;0.5500;1.0000
Dataxchange.graphml;6;11;1;3;4;2;1;0.8000;0.2000;0.6500;1.0000
Dataxchange.graphml;6;11;1;3;4;3;1;0.8500;0.1500;1.0500;1.0000
Dataxchange.graphml;6;11;1;3;4;4;1;1.0000;0.0000;0.5000;1.0000
Dataxchange.graphml;6;11;1;3;4;5;1;0.6000;0.4000;2.5500;1.0000
DeutscheTelekom.graphml;30;55;1;3;20;1;1;0.7000;0.3000;5.8000;5.0000
DeutscheTelekom.graphml;30;55;1;3;20;2;1;0.8000;0.2000;5.2000;4.0000
DeutscheTelekom.graphml;30;55;1;3;20;3;1;0.7500;0.2500;4.8000;7.0000
DeutscheTelekom.graphml;30;55;1;3;20;4;1;0.2500;0.7500;6.1500;10.0000
DeutscheTelekom.graphml;30;55;1;3;20;5;1;0.3000;0.7000;5.7500;5.0000
Dfn.graphml;58;87;1;8;51;1;1;1.0000;0.0000;9.1500;1.0000
Dfn.graphml;58;87;1;8;51;2;1;1.0000;0.0000;10.5500;1.0000
Dfn.graphml;58;87;1;8;51;3;1;1.0000;0.0000;10.0000;1.0000
Dfn.graphml;58;87;1;8;51;4;1;0.9500;0.0500;11.7500;1.0000
Dfn.graphml;58;87;1;8;51;5;1;1.0000;0.0000;9.4000;1.0000
DialtelecomCz.graphml;138;151;1;5;67;1;1;0.0500;0.9500;13.6500;21.0000
DialtelecomCz.graphml;138;151;1;5;67;2;1;0.0000;1.0000;18.7000;0.0000
DialtelecomCz.graphml;138;151;1;5;67;3;1;0.0500;0.9500;17.9500;28.0000
DialtelecomCz.graphml;138;151;1;5;67;4;1;0.0000;1.0000;16.1500;0.0000
DialtelecomCz.graphml;138;151;1;5;67;5;1;0.0000;1.0000;15.3000;0.0000
EliBackbone.graphml;20;30;2;4;9;1;1;1.0000;0.0000;3.7500;2.0000
EliBackbone.graphml;20;30;2;4;9;2;2;0.8000;0.7000;4.1500;6.2500
EliBackbone.graphml;20;30;2;4;9;3;2;0.9500;0.3000;2.9000;4.4211
EliBackbone.graphml;20;30;2;4;9;4;2;0.4000;1.2000;4.4000;2.0000
EliBackbone.graphml;20;30;2;4;9;5;2;0.6000;0.8000;2.9000;2.0000
Epoch.graphml;6;7;2;1;0;1;1;0.8500;0.1500;0.6500;1.0000
Epoch.graphml;6;7;2;1;0;2;2;0.9500;0.1000;0.3000;3.0000
Epoch.graphml;6;7;2;1;0;3;2;0.5500;0.9000;0.9500;3.0000
Epoch.graphml;6;7;2;1;0;4;2;0.8000;0.4000;0.7000;1.0000
Epoch.graphml;6;7;2;1;0;5;2;0.7000;0.6000;0.8000;3.0000
Ernet.graphml;30;32;1;1;21;1;1;0.9500;0.0500;2.6500;3.0000
Ernet.graphml;30;32;1;1;21;2;1;0.9000;0.1000;4.7500;3.0000
Ernet.graphml;30;32;1;1;21;3;1;0.8500;0.1500;2.5000;5.0000
Ernet.graphml;30;32;1;1;21;4;1;0.8000;0.2000;3.2000;3.0000
Ernet.graphml;30;32;1;1;21;5;1;0.7500;0.2500;3.9000;3.0000
Evolink.graphml;37;45;1;1;14;1;1;0.7500;0.2500;4.1000;4.0000
Evolink.graphml;37;45;1;1;14;2;1;0.5000;0.5000;6.1000;4.0000
Evolink.graphml;37;45;1;1;14;3;1;0.5000;0.5000;5.5000;3.0000
Evolink.graphml;37;45;1;1;14;4;1;0.8500;0.1500;4.0500;4.0000
Evolink.graphml;37;45;1;1;14;5;1;0.4500;0.5500;4.5000;4.0000
Fatman.graphml;17;21;1;0;11;1;1;0.9500;0.0500;1.9500;3.0000
Fatman.graphml;17;21;1;0;11;2;1;0.7500;0.2500;2.9500;3.0000
Fatman.graphml;17;21;1;0;11;3;1;0.8000;0.2000;2.4000;3.0000
Fatman.graphml;17;21;1;0;11;4;1;0.5000;0.5000;2.5000;5.0000
Fatman.graphml;17;21;1;0;11;5;1;0.9000;0.1000;1.7000;4.0000
Forthnet.graphml;62;62;1;0;7;1;1;0.8500;0.1500;6.3500;3.0000
Forthnet.graphml;62;62;1;0;7;2;1;0.6500;0.3500;6.1000;3.0000
Forthnet.graphml;62;62;1;0;7;3;1;1.0000;0.0000;6.1000;2.0000
Forthnet.graphml;62;62;1;0;7;4;1;0.7000;0.3000;8.1500;2.0000
Forthnet.graphml;62;62;1;0;7;5;1;0.8000;0.2000;6.7000;2.0000
